facility_id,district,block
a13e730e-94cc-4e43-93d5-ce137fd7039d,Anakapalli,Anakapalli
211350b4-d108-4705-a25e-ea51ed6411d9,Anakapalli,Anakapalli
a2d09acc-c7c9-41d2-b318-03baa3296334,Anakapalli,Anakapalli
0d95cfe7-7a6b-4990-ac21-02cf33a5967f,Anakapalli,Anakapalli
4360469e-7cdc-4eb5-85de-c2539d1d9947,Anakapalli,Anakapalli
39d89f7c-5e38-4c8c-8374-27aa98bf6312,Anakapalli,Anakapalli
b2cc5a16-d666-44b7-8f12-caec7e2f15a0,Anakapalli,Anakapalli
dada0852-6faa-443c-93fc-a66bf2ef906f,Anakapalli,Anakapalli
f73ed2bf-2272-4ccb-9187-c096d139021d,Anakapalli,Narsipatnam
52174e50-0f41-4395-a960-37a176542409,Anakapalli,Narsipatnam
24e3f6f1-0c13-406a-984d-4d172740f64b,Anakapalli,Anakapalli
f322960f-759b-480c-ab04-88fa035ae2bf,Anakapalli,Anakapalli
